FECHA,Hora_0,Hora_1,Hora_2,Hora_3,Hora_4,Hora_5,Hora_6,Hora_7,Hora_8,Hora_9,Hora_10,Hora_11,Hora_12,Hora_13,Hora_14,Hora_15,Hora_16,Hora_17,Hora_18,Hora_19,Hora_20,Hora_21,Hora_22,Hora_23
2017-04-18,1.0,0.0,0.0,0.0,1.0,4.0,6.0,5.0,6.0,9.0,7.0,7.0,15.0,14.0,6.0,8.0,12.0,10.0,9.0,3.0,6.0,5.0,1.0,1.0
2017-04-19,2.0,0.0,2.0,0.0,2.0,11.0,12.0,8.0,6.0,4.0,4.0,6.0,2.0,7.0,4.0,0.0,11.0,6.0,8.0,4.0,4.0,2.0,1.0,1.0
2017-04-20,1.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,3.0,8.0,8.0,4.0,17.0,7.0,8.0,5.0,6.0,11.0,9.0,11.0,9.0,4.0,6.0,1.0
2017-04-21,0.0,0.0,0.0,1.0,1.0,3.0,12.0,12.0,3.0,1.0,4.0,2.0,5.0,3.0,4.0,3.0,7.0,3.0,7.0,8.0,8.0,2.0,2.0,2.0
2017-04-22,4.0,2.0,0.0,2.0,0.0,1.0,6.0,3.0,4.0,7.0,5.0,9.0,7.0,13.0,10.0,9.0,8.0,6.0,4.0,7.0,4.0,2.0,4.0,2.0
2017-04-23,3.0,2.0,0.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,0.0,7.0,6.0,6.0,6.0,1.0,7.0,2.0,5.0,4.0,6.0,3.0,3.0,2.0
2017-04-24,3.0,0.0,0.0,0.0,0.0,5.0,5.0,10.0,8.0,4.0,4.0,4.0,9.0,7.0,7.0,9.0,12.0,10.0,12.0,8.0,5.0,3.0,4.0,0.0
2017-04-25,1.0,0.0,0.0,1.0,1.0,3.0,10.0,8.0,9.0,8.0,6.0,14.0,11.0,6.0,7.0,6.0,6.0,7.0,15.0,12.0,5.0,3.0,3.0,2.0
2017-04-26,2.0,0.0,1.0,0.0,1.0,5.0,18.0,18.0,15.0,9.0,4.0,7.0,12.0,9.0,9.0,8.0,8.0,14.0,9.0,4.0,4.0,2.0,2.0,2.0
2017-04-27,0.0,0.0,0.0,0.0,0.0,2.0,10.0,7.0,5.0,7.0,3.0,7.0,6.0,4.0,10.0,7.0,13.0,8.0,8.0,8.0,5.0,6.0,1.0,1.0
2017-04-28,1.0,2.0,0.0,0.0,0.0,3.0,11.0,12.0,10.0,6.0,7.0,7.0,7.0,12.0,8.0,13.0,15.0,8.0,9.0,7.0,5.0,4.0,4.0,1.0
2017-04-29,4.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,4.0,7.0,11.0,6.0,9.0,10.0,5.0,8.0,6.0,5.0,7.0,4.0,8.0,5.0,6.0
2017-04-30,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,0.0,2.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0
2017-05-01,1.0,2.0,2.0,1.0,3.0,3.0,6.0,0.0,4.0,2.0,3.0,5.0,6.0,8.0,3.0,3.0,4.0,7.0,3.0,4.0,3.0,5.0,5.0,2.0
2017-05-02,3.0,0.0,0.0,0.0,3.0,14.0,12.0,19.0,10.0,5.0,8.0,12.0,11.0,6.0,6.0,9.0,8.0,10.0,15.0,5.0,3.0,7.0,3.0,0.0
2017-05-03,0.0,1.0,0.0,0.0,0.0,4.0,10.0,7.0,7.0,9.0,5.0,6.0,11.0,10.0,9.0,7.0,7.0,9.0,7.0,4.0,6.0,4.0,1.0,1.0
2017-05-04,1.0,0.0,0.0,0.0,0.0,2.0,9.0,9.0,8.0,6.0,4.0,2.0,7.0,8.0,16.0,12.0,6.0,9.0,5.0,6.0,5.0,3.0,4.0,1.0
2017-05-05,3.0,0.0,1.0,0.0,0.0,4.0,8.0,16.0,8.0,8.0,13.0,3.0,4.0,6.0,12.0,12.0,8.0,9.0,11.0,8.0,1.0,1.0,2.0,2.0
2017-05-06,1.0,0.0,0.0,2.0,2.0,2.0,7.0,4.0,6.0,6.0,7.0,4.0,7.0,16.0,13.0,7.0,9.0,3.0,7.0,4.0,11.0,4.0,1.0,8.0
2017-05-07,1.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0
