TW,BARRIO,Lat,Lon,Dia_sem,Mes,Dia,Hora
2017-04-13 12:00:00,tejelo,6.30621465687896,-75.56895489684159,JUEVES,4,13,12
2017-04-25 11:00:00,sandiego,6.2297427504781195,-75.5698381930707,MARTES,4,25,11
2017-05-20 19:00:00,miraflores,6.234836023078938,-75.54889040329714,SABADO,5,20,19
2017-05-24 10:00:00,guayabal,6.19619086659766,-75.58459862490706,MIERCOLES,5,24,10
2017-07-08 12:00:00,sangerman,6.266807880054442,-75.58700935759565,SABADO,7,8,12
2017-06-12 08:00:00,suburbanoelplan,6.2002556193040705,-75.52790369563931,LUNES,6,12,8
2017-04-25 11:00:00,caribe,6.2704200263233005,-75.57384520213395,MARTES,4,25,11
2017-05-14 15:00:00,tricentenario,6.291782369311441,-75.56711822238327,DOMINGO,5,14,15
2017-06-12 08:00:00,boston,6.249121452418541,-75.55994042862558,LUNES,6,12,8
2017-05-24 12:00:00,elchagualo,6.260859560553691,-75.57302623746504,MIERCOLES,5,24,12
2017-07-10 20:00:00,cabecerasanantoniodeprado,6.17466916602128,-75.64337041007514,LUNES,7,10,20
2017-05-14 11:00:00,mariacanocarambolas,6.284429567728223,-75.53883171923955,DOMINGO,5,14,11
2017-07-27 18:00:00,laalpujarra,6.246105756546217,-75.57458415518946,JUEVES,7,27,18
2017-06-27 18:00:00,lacandelaria,6.248139770831448,-75.56478257076378,MARTES,6,27,18
2017-06-05 13:00:00,perpetuosocorro,6.235678250955868,-75.57170695690273,LUNES,6,5,13
2017-04-16 15:00:00,sanbernardo,6.224902025006071,-75.59625663457878,DOMINGO,4,16,15
2017-05-03 13:00:00,lamansion,6.259639199009105,-75.55754202260555,MIERCOLES,5,3,13
2017-07-26 21:00:00,lacandelaria,6.250656727402383,-75.5638558236774,MIERCOLES,7,26,21
2017-04-26 19:00:00,tejelo,6.303881504357188,-75.56678333561747,MIERCOLES,4,26,19
2017-05-18 22:00:00,berlin,6.283234760048772,-75.55364483271205,JUEVES,5,18,22
2017-07-22 22:00:00,sanbenito,6.255711093358103,-75.57360770634396,SABADO,7,22,22
2017-05-03 08:00:00,astorga,6.208365343368207,-75.57291603065379,MIERCOLES,5,3,8
2017-07-31 06:00:00,miranda,6.272931093207237,-75.56481545237479,LUNES,7,31,6
2017-07-23 15:00:00,picachito,6.297754430470658,-75.58644840447077,DOMINGO,7,23,15
2017-04-10 10:00:00,miraflores,6.2348074555871165,-75.54890350361838,LUNES,4,10,10
2017-06-08 17:00:00,carloserestrepo,6.255890243244973,-75.57922245093738,JUEVES,6,8,17
2017-04-18 16:00:00,sevilla,6.264132183235179,-75.5653812912186,MARTES,4,18,16
2017-07-11 17:00:00,lacandelaria,6.249017506919199,-75.56674320539638,MARTES,7,11,17
2017-07-20 12:00:00,barriodejesus,6.2318799131901885,-75.54035367010367,JUEVES,7,20,12
2017-06-19 15:00:00,elpomar,6.269124823692161,-75.55269766658537,LUNES,6,19,15
2017-06-01 03:00:00,guayabal,6.198657988443607,-75.58944961057074,JUEVES,6,1,3
2017-07-27 05:00:00,santafe,6.225875542863934,-75.57825418895484,JUEVES,7,27,5
2017-04-15 17:00:00,picacho,6.293269592289778,-75.58270777327719,SABADO,4,15,17
2017-05-06 06:00:00,caribe,6.2669329616657,-75.57216334095881,SABADO,5,6,6
2017-05-18 04:00:00,sevilla,6.264450944317715,-75.56743702800321,JUEVES,5,18,4
2017-07-13 20:00:00,villacarlota,6.2229120537688605,-75.5752401326618,JUEVES,7,13,20
2017-06-18 15:00:00,palenque,6.278251770944981,-75.59421323832434,DOMINGO,6,18,15
2017-04-24 13:00:00,jesusnazareno,6.258066382304713,-75.56753628625458,LUNES,4,24,13
2017-04-17 08:00:00,santafe,6.225875542863934,-75.57825418895484,LUNES,4,17,8
2017-04-10 03:00:00,berlin,6.283371427535702,-75.55735349263242,LUNES,4,10,3
2017-04-11 07:00:00,carloserestrepo,6.257048753935819,-75.58299862771423,MARTES,4,11,7
2017-04-25 16:00:00,caribe,6.2669329616657,-75.57216334095881,MARTES,4,25,16
2017-06-11 22:00:00,diegoechavarria,6.211036902691381,-75.59510004122998,DOMINGO,6,11,22
2017-04-25 18:00:00,carloserestrepo,6.2556024529325365,-75.5768864017955,MARTES,4,25,18
2017-04-05 17:00:00,laaguacatala,6.1949665675898,-75.5803235097776,MIERCOLES,4,5,17
2017-06-20 11:00:00,gerona,6.238746033445293,-75.55726424205034,MARTES,6,20,11
2017-05-24 19:00:00,elrincon,6.215180930516198,-75.60508964198698,MIERCOLES,5,24,19
2017-07-29 22:00:00,naranjal,6.248934733634341,-75.58588717208845,SABADO,7,29,22
2017-06-11 20:00:00,belen,6.2338177066472635,-75.60353710494459,DOMINGO,6,11,20
2017-07-21 07:00:00,laaguacatala,6.1949834788784255,-75.58013064657916,VIERNES,7,21,7
2017-04-07 15:00:00,prado,6.258366237944252,-75.55991323820743,VIERNES,4,7,15
2017-07-29 13:00:00,lacastellana,6.241404805989739,-75.60509091413999,SABADO,7,29,13
2017-06-12 10:00:00,lacandelaria,6.250672548345481,-75.5639184318941,LUNES,6,12,10
2017-07-21 11:00:00,caribe,6.27110119384733,-75.57556407118695,VIERNES,7,21,11
2017-05-24 18:00:00,sanbenito,6.254322184626273,-75.57480537927651,MIERCOLES,5,24,18
2017-05-22 00:00:00,elrincon,6.210673755824097,-75.60330415147784,LUNES,5,22,0
2017-07-21 09:00:00,eldiamante,6.284468822201723,-75.58419291148098,VIERNES,7,21,9
2017-04-01 18:00:00,parquejuanpabloii,6.229058482222768,-75.58716397049322,SABADO,4,1,18
2017-07-07 20:00:00,terminaldetransporte,6.275783841645431,-75.57301806642914,VIERNES,7,7,20
2017-05-23 12:00:00,carloserestrepo,6.255785522967753,-75.58034272198329,MARTES,5,23,12
2017-06-30 07:00:00,cerronutibara,6.232469515627884,-75.57684016285906,VIERNES,6,30,7
2017-06-01 16:00:00,lasacacias,6.243404553782657,-75.60270511998515,JUEVES,6,1,16
2017-07-01 16:00:00,moscuno2,6.290798019603756,-75.55004320111155,SABADO,7,1,16
2017-04-22 03:00:00,santamariadelosangeles,6.1948117046760425,-75.58031131015478,SABADO,4,22,3
2017-07-19 16:00:00,sanpedro,6.2645963009515615,-75.56025775960377,MIERCOLES,7,19,16
2017-06-23 13:00:00,cuartabrigada,6.261048966016025,-75.58586091325134,VIERNES,6,23,13
2017-06-10 04:00:00,lasacacias,6.238940844262035,-75.59834707376346,SABADO,6,10,4
2017-05-02 08:00:00,tricentenario,6.292198767181377,-75.56828628111485,MARTES,5,2,8
2017-05-23 17:00:00,losconquistadores,6.23965187453507,-75.57786444131878,MARTES,5,23,17
2017-05-02 18:00:00,guayabal,6.198445081173228,-75.58953912257898,MARTES,5,2,18
2017-05-11 17:00:00,alejandroechavarria,6.232401119642201,-75.54085982462122,JUEVES,5,11,17
2017-05-19 08:00:00,guayaquil,6.245047707411058,-75.5715045294298,VIERNES,5,19,8
2017-03-31 11:00:00,losconquistadores,6.241400729396191,-75.57881678150129,VIERNES,3,31,11
2017-05-14 23:00:00,lacolina,6.197950990038867,-75.59198184257937,DOMINGO,5,14,23
2017-05-06 00:00:00,lasacacias,6.238844346762176,-75.60027956832556,SABADO,5,6,0
2017-05-13 18:00:00,prado,6.257273967462312,-75.5598332932774,SABADO,5,13,18
2017-05-16 15:00:00,perpetuosocorro,6.229025824046327,-75.57140847770151,MARTES,5,16,15
2017-05-17 07:00:00,oleoducto,6.285559607967987,-75.57041659578793,MIERCOLES,5,17,7
2017-04-13 11:00:00,losconquistadores,6.239335856764238,-75.58749008648262,JUEVES,4,13,11
2017-05-15 12:00:00,picacho,6.292151620973972,-75.58348041635773,LUNES,5,15,12
2017-06-03 13:00:00,villaflora,6.277199704669747,-75.58942028971799,SABADO,6,3,13
2017-04-11 10:00:00,suramericana,6.2526622687607265,-75.57861543112429,MARTES,4,11,10
2017-05-05 15:00:00,laureles,6.2466419024913975,-75.59797805919737,VIERNES,5,5,15
2017-05-23 08:00:00,carloserestrepo,6.257048753935819,-75.58299862771423,MARTES,5,23,8
2017-07-05 11:00:00,boston,6.24820096334142,-75.56140463223076,MIERCOLES,7,5,11
2017-04-22 13:00:00,lacandelaria,6.246209717177867,-75.56680390601738,SABADO,4,22,13
2017-05-14 11:00:00,laesperanza,6.291227974801671,-75.57650810476005,DOMINGO,5,14,11
2017-05-19 16:00:00,docedeoctubreno1,6.3034130825978805,-75.5800973727557,VIERNES,5,19,16
2017-06-23 10:00:00,terminaldetransporte,6.276081123875642,-75.57061625555437,VIERNES,6,23,10
2017-06-07 08:00:00,estacionvilla,6.253077475836165,-75.56942689430045,MIERCOLES,6,7,8
2017-06-26 00:00:00,belen,6.2313470406617855,-75.59816726660172,LUNES,6,26,0
2017-04-01 09:00:00,lopezdemesa,6.281390575298567,-75.58044042025523,SABADO,4,1,9
2017-07-01 05:00:00,santafe,6.22893703536266,-75.57712691265299,SABADO,7,1,5
2017-07-22 08:00:00,alfonsolopez,6.282132074039009,-75.57208422519022,SABADO,7,22,8
2017-05-04 16:00:00,facultaddeminasunacional,6.273409846798222,-75.59307910394749,JUEVES,5,4,16
2017-04-22 10:00:00,santamariadelosangeles,6.18762395169334,-75.5783222393057,SABADO,4,22,10
2017-06-27 16:00:00,naranjal,6.252155788240506,-75.58274920009514,MARTES,6,27,16
2017-06-27 17:00:00,lacandelaria,6.245278732567406,-75.56551615540845,MARTES,6,27,17
2017-06-14 16:00:00,manila,6.213677283318125,-75.57619463836652,MIERCOLES,6,14,16
2017-07-13 17:00:00,asomaderano2,6.215393186699653,-75.56183928279027,JUEVES,7,13,17
2017-07-26 12:00:00,nuevavilladelaiguana,6.261167351490671,-75.58467748104157,MIERCOLES,7,26,12
2017-04-08 15:00:00,lomadelosbernal,6.219023938617038,-75.60272297800554,SABADO,4,8,15
2017-04-08 08:00:00,moravia,6.272968159143248,-75.56486442078182,SABADO,4,8,8
2017-06-05 17:00:00,cerronutibara,6.233005096536548,-75.57950179459951,LUNES,6,5,17
2017-04-19 04:00:00,castilla,6.291661934587838,-75.5695233614306,MIERCOLES,4,19,4
2017-07-06 19:00:00,gerona,6.239650568852153,-75.560434145654,JUEVES,7,6,19
2017-06-01 00:00:00,lapalma,6.227668248287742,-75.6040720993519,JUEVES,6,1,0
2017-04-27 22:00:00,sandiego,6.233526476421669,-75.56733280562858,JUEVES,4,27,22
2017-04-21 17:00:00,loreto,6.232575439008598,-75.55593569060655,VIERNES,4,21,17
2017-05-22 14:00:00,lasgranjas,6.2771609827837995,-75.54906132035995,LUNES,5,22,14
2017-07-18 11:00:00,santafe,6.218561406457927,-75.5850112184235,MARTES,7,18,11
2017-06-27 15:00:00,carloserestrepo,6.254399602121617,-75.57757579272256,MARTES,6,27,15
2017-06-14 07:00:00,laslomasno2,6.207885233910233,-75.5591557002586,MIERCOLES,6,14,7
2017-05-10 16:00:00,callenueva,6.240000980512661,-75.57547336918681,MIERCOLES,5,10,16
2017-07-01 10:00:00,bosquesdesanpablo,6.2735742886055625,-75.57994905814526,SABADO,7,1,10
2017-06-03 23:00:00,santander,6.305997013180593,-75.57252285764473,SABADO,6,3,23
2017-05-05 17:00:00,villacarlota,6.221213978740122,-75.5754087618764,VIERNES,5,5,17
2017-07-18 11:00:00,losconquistadores,6.239582186699499,-75.58066169556734,MARTES,7,18,11
2017-05-12 06:00:00,lamota,6.210758047674652,-75.60154629056346,VIERNES,5,12,6
2017-06-15 10:00:00,universidaddeantioquia,6.265110048500303,-75.57160253639988,JUEVES,6,15,10
2017-06-09 23:00:00,cucaracho,6.280167354756651,-75.60399857922543,VIERNES,6,9,23
2017-05-22 17:00:00,lasacacias,6.240998153058458,-75.60281805575202,LUNES,5,22,17
2017-06-28 06:00:00,elsalvador,6.23982018532535,-75.56360695285643,MIERCOLES,6,28,6
2017-07-03 12:00:00,facultaddeminasunacional,6.273389147204995,-75.59302128030963,LUNES,7,3,12
2017-05-08 08:00:00,elpoblado,6.210745657585819,-75.56852135408029,LUNES,5,8,8
2017-04-25 17:00:00,elcastillo,6.192942058967798,-75.570562959748,MARTES,4,25,17
2017-06-14 11:00:00,cristorey,6.204878289744022,-75.57959487705884,MIERCOLES,6,14,11
2017-05-15 16:00:00,carloserestrepo,6.2540380901997805,-75.57686911035,LUNES,5,15,16
2017-06-02 10:00:00,villahermosa,6.257294219886409,-75.55024092031334,VIERNES,6,2,10
2017-04-04 07:00:00,carloserestrepo,6.2556024529325365,-75.5768864017955,MARTES,4,4,7
2017-07-28 14:00:00,elpoblado,6.2072950118856784,-75.56580121180555,VIERNES,7,28,14
2017-05-06 10:00:00,santamariadelosangeles,6.1948117046760425,-75.58031131015478,SABADO,5,6,10
2017-06-22 20:00:00,facultaddeminasunacional,6.273389147204995,-75.59302128030963,JUEVES,6,22,20
2017-05-02 08:00:00,elchagualo,6.25826957323471,-75.57181765102756,MARTES,5,2,8
2017-06-27 14:00:00,elpoblado,6.2089700297231225,-75.56612200017848,MARTES,6,27,14
2017-05-11 17:00:00,bosquesdesanpablo,6.276477404169518,-75.5816389244219,JUEVES,5,11,17
2017-04-25 19:00:00,cristorey,6.206752611350878,-75.58606625904699,MARTES,4,25,19
2017-06-07 12:00:00,callenueva,6.239134767700233,-75.57291451026083,MIERCOLES,6,7,12
2017-05-30 09:00:00,tricentenario,6.292198767181377,-75.56828628111485,MARTES,5,30,9
2017-05-14 16:00:00,versallesno1,6.266386250875286,-75.54553325340909,DOMINGO,5,14,16
2017-04-13 09:00:00,barriocolon,6.239518018604874,-75.5710274549084,JUEVES,4,13,9
2017-07-29 12:00:00,belen,6.2327941433815575,-75.59825435590568,SABADO,7,29,12
2017-05-27 10:00:00,eltesoro,6.2037105421423515,-75.56102452134894,SABADO,5,27,10
2017-04-21 20:00:00,losconquistadores,6.242428296513269,-75.58103561745494,VIERNES,4,21,20
2017-07-15 10:00:00,lafloresta,6.254868164977695,-75.60109501008257,SABADO,7,15,10
2017-07-18 07:00:00,nuevavilladeaburra,6.235330686161354,-75.60519642150244,MARTES,7,18,7
2017-06-16 13:00:00,loscolores,6.265278578765558,-75.59623229528279,VIERNES,6,16,13
2017-05-02 12:00:00,losconquistadores,6.241998400746197,-75.57859518761533,MARTES,5,2,12
2017-04-24 07:00:00,caribe,6.2651378924611185,-75.57165656382908,LUNES,4,24,7
2017-06-14 19:00:00,granizal,6.2945197400676385,-75.54802256844793,MIERCOLES,6,14,19
2017-07-20 01:00:00,asomaderano1,6.228377832659925,-75.56152401182091,JUEVES,7,20,1
2017-05-24 17:00:00,corazondejesus,6.249989481791941,-75.57747974144736,MIERCOLES,5,24,17
2017-04-17 10:00:00,boston,6.249031148378215,-75.56119466842505,LUNES,4,17,10
2017-04-23 20:00:00,llanaditas,6.256925554243107,-75.53692319402035,DOMINGO,4,23,20
2017-05-18 06:00:00,belen,6.231496598288316,-75.59622983351186,JUEVES,5,18,6
2017-07-02 11:00:00,alejandroechavarria,6.238752711853817,-75.54872821148645,DOMINGO,7,2,11
2017-06-26 11:00:00,campoamor,6.215065833531492,-75.5820063633048,LUNES,6,26,11
2017-07-25 21:00:00,caribe,6.2669329616657,-75.57216334095881,MARTES,7,25,21
2017-06-14 18:00:00,girardot,6.294736224299508,-75.57081288355985,MIERCOLES,6,14,18
2017-03-31 19:00:00,perpetuosocorro,6.2361048234538785,-75.57470873263641,VIERNES,3,31,19
2017-05-11 14:00:00,hectorabadgomez,6.302865044489943,-75.55814144952987,JUEVES,5,11,14
2017-05-09 06:00:00,loscerroselvergel,6.232445775581526,-75.54283918665443,MARTES,5,9,6
2017-07-31 13:00:00,belalcazar,6.2967138590647105,-75.56617153809961,LUNES,7,31,13
2017-07-29 15:00:00,guayabal,6.198657988443607,-75.58944961057074,SABADO,7,29,15
2017-07-03 07:00:00,boston,6.244499396694456,-75.55779645827205,LUNES,7,3,7
2017-06-18 18:00:00,castilla,6.289867277051088,-75.57243516265329,DOMINGO,6,18,18
2017-05-02 17:00:00,cucaracho,6.280167354756651,-75.60399857922543,MARTES,5,2,17
2017-07-09 14:00:00,areadeexpansionsanantoniodeprado,6.179173965053215,-75.65457309479945,DOMINGO,7,9,14
2017-04-05 10:00:00,lamilagrosa,6.236392927754913,-75.55426431100702,MIERCOLES,4,5,10
2017-07-24 15:00:00,elnogal-losalmendros,6.239117781035413,-75.59348380460403,LUNES,7,24,15
2017-06-23 20:00:00,castilla,6.293166752041677,-75.57406125914093,VIERNES,6,23,20
2017-07-26 19:00:00,antonionariño,6.256445445595183,-75.62172282007603,MIERCOLES,7,26,19
2017-07-05 14:00:00,boston,6.2460241159221646,-75.56286720935609,MIERCOLES,7,5,14
2017-07-22 01:00:00,santateresita,6.244071353187334,-75.61201109417743,SABADO,7,22,1
2017-07-31 11:00:00,boston,6.249772797452427,-75.55806506928398,LUNES,7,31,11
2017-06-22 10:00:00,patiobonito,6.200258207062887,-75.57313731948837,JUEVES,6,22,10
2017-05-03 01:00:00,castilla,6.29201163835787,-75.57476416894401,MIERCOLES,5,3,1
2017-05-03 13:00:00,laalpujarra,6.246884400434222,-75.57521097023786,MIERCOLES,5,3,13
2017-06-09 10:00:00,barriocolombia,6.2258991916496305,-75.57595884226373,VIERNES,6,9,10
2017-06-15 05:00:00,lomadelosbernal,6.219087026139282,-75.60293112215842,JUEVES,6,15,5
2017-04-12 05:00:00,sanbenito,6.250830955824423,-75.57365659184137,MIERCOLES,4,12,5
2017-06-15 14:00:00,miraflores,6.236662746087018,-75.54906985628294,JUEVES,6,15,14
2017-06-24 16:00:00,castropol,6.214696512827525,-75.56991619430684,SABADO,6,24,16
2017-05-20 11:00:00,loscolores,6.268245156142645,-75.59560013499802,SABADO,5,20,11
2017-05-30 19:00:00,calasanz,6.261777049486141,-75.59873827610099,MARTES,5,30,19
2017-04-18 20:00:00,lafrontera,6.305151976798903,-75.55576766123906,MARTES,4,18,20
2017-05-27 21:00:00,sanpablo,6.287780682402945,-75.54488284596272,SABADO,5,27,21
2017-07-16 01:00:00,picacho,6.290066860122682,-75.58658758879074,DOMINGO,7,16,1
2017-07-23 20:00:00,oleoducto,6.280594412142126,-75.5691523810399,DOMINGO,7,23,20
2017-05-25 11:00:00,sandiego,6.234524071423587,-75.57019083891272,JUEVES,5,25,11
2017-04-07 07:00:00,guayabal,6.201141124241754,-75.5801422959054,VIERNES,4,7,7
2017-07-20 04:00:00,losconquistadores,6.240020347675178,-75.57851744211234,JUEVES,7,20,4
2017-05-15 18:00:00,bolivariana,6.24745432578603,-75.59244865223263,LUNES,5,15,18
2017-07-25 10:00:00,campoamor,6.213718728297707,-75.57835740864209,MARTES,7,25,10
2017-06-02 07:00:00,prado,6.258020810358759,-75.56095853373915,VIERNES,6,2,7
2017-07-04 10:00:00,suramericana,6.251656141818434,-75.57910299124251,MARTES,7,4,10
2017-05-21 13:00:00,laflorida,6.207091043849857,-75.56080380505287,DOMINGO,5,21,13
2017-05-12 06:00:00,sevilla,6.2642832477278665,-75.56634401971574,VIERNES,5,12,6
2017-06-19 17:00:00,losbalsosno2,6.196977515009844,-75.57284331966639,LUNES,6,19,17
2017-05-21 13:00:00,castilla,6.288773458389863,-75.57323583166742,DOMINGO,5,21,13
2017-04-01 05:00:00,santafe,6.224187350452278,-75.57722075551004,SABADO,4,1,5
2017-07-10 17:00:00,campovaldesno2,6.274992424062635,-75.55157920309335,LUNES,7,10,17
2017-06-22 15:00:00,pedregalbajo,6.278849280072979,-75.62646981315258,JUEVES,6,22,15
2017-04-23 21:00:00,suramericana,6.256210177160763,-75.58501554521402,DOMINGO,4,23,21
2017-07-19 08:00:00,santafe,6.224187350452278,-75.57722075551004,MIERCOLES,7,19,8
2017-04-25 17:00:00,guayaquil,6.246080173045853,-75.5745277806841,MARTES,4,25,17
2017-06-05 23:00:00,elrodeo,6.201695265098243,-75.59051010828045,LUNES,6,5,23
2017-04-07 19:00:00,prado,6.262305826345665,-75.56378876426984,VIERNES,4,7,19
2017-07-31 12:00:00,pedregal,6.303106382383821,-75.57440332873084,LUNES,7,31,12
2017-07-26 18:00:00,laaguacatala,6.197329934371727,-75.58008870828094,MIERCOLES,7,26,18
2017-06-03 15:00:00,terminaldetransporte,6.276081123875642,-75.57061625555437,SABADO,6,3,15
2017-04-21 16:00:00,picacho,6.298105979575328,-75.58251612092546,VIERNES,4,21,16
2017-05-19 18:00:00,carloserestrepo,6.2561201800609325,-75.58104868550886,VIERNES,5,19,18
2017-05-10 17:00:00,elsalado,6.2546012323889455,-75.62132284660969,MIERCOLES,5,10,17
2017-07-18 13:00:00,villacarlota,6.218828798299756,-75.57694807981315,MARTES,7,18,13
2017-06-09 06:00:00,callenueva,6.241873908928379,-75.57475030714521,VIERNES,6,9,6
2017-06-17 13:00:00,buenosaires,6.2403803868961,-75.55855601908486,SABADO,6,17,13
2017-07-26 12:00:00,toscana,6.310701225729282,-75.55748917205214,MIERCOLES,7,26,12
2017-05-13 00:00:00,antonionariño,6.258591205914415,-75.62651568150592,SABADO,5,13,0
2017-05-11 05:00:00,nuevavilladeaburra,6.234574640622362,-75.60507756531635,JUEVES,5,11,5
2017-05-02 06:00:00,losconquistadores,6.243207236097032,-75.58340460265443,MARTES,5,2,6
2017-05-13 15:00:00,lacastellana,6.238643811649218,-75.60669743137612,SABADO,5,13,15
2017-06-24 08:00:00,caribe,6.27110119384733,-75.57556407118695,SABADO,6,24,8
2017-07-30 16:00:00,picacho,6.292051011919951,-75.58315424597946,DOMINGO,7,30,16
2017-07-19 18:00:00,campoamor,6.215081561928085,-75.58206860649078,MIERCOLES,7,19,18
2017-05-17 10:00:00,laaguacatala,6.1949665675898,-75.5803235097776,MIERCOLES,5,17,10
2017-04-10 18:00:00,cristorey,6.2074022702398315,-75.5857997022927,LUNES,4,10,18
2017-06-21 15:00:00,lasvioletas,6.235139999086282,-75.61591420761458,MIERCOLES,6,21,15
2017-07-14 11:00:00,cabecerasanantoniodeprado,6.183268840198465,-75.65136229078854,VIERNES,7,14,11
2017-06-04 10:00:00,santaines,6.271459446393727,-75.54679404456512,DOMINGO,6,4,10
2017-07-06 10:00:00,rosales,6.236704873586848,-75.59004591261746,JUEVES,7,6,10
2017-06-14 13:00:00,naranjal,6.248048051246497,-75.58046807208446,MIERCOLES,6,14,13
2017-04-10 18:00:00,terminaldetransporte,6.276081123875642,-75.57061625555437,LUNES,4,10,18
