TW,BARRIO,Lat,Lon,Dia_sem,Mes,Dia,Hora
2018-04-07 15:00:00,robledo,6.27556023,-75.59594163,SABADO,4,7,15
2018-04-20 08:00:00,elvelodromo,6.25061161,-75.59435263,VIERNES,4,20,8
2018-04-20 09:00:00,barriocolon,6.24370404,-75.57008451,VIERNES,4,20,9
2018-04-20 09:00:00,kennedy,6.28924165,-75.58165487,VIERNES,4,20,9
2018-04-20 09:00:00,guayabal,6.20094663,-75.58850598,VIERNES,4,20,9
2018-04-20 10:00:00,perpetuosocorro,6.23737857,-75.57274789,VIERNES,4,20,10
2018-04-20 10:00:00,campoamor,6.21325612,-75.57843762,VIERNES,4,20,10
2018-04-20 10:00:00,moscuno2,6.28829293,-75.55084766,VIERNES,4,20,10
2018-04-20 10:00:00,villanueva,6.25405838,-75.56293241,VIERNES,4,20,10
2018-04-20 10:00:00,elprogreso,6.27672395,-75.57821799,VIERNES,4,20,10
2018-04-20 10:00:00,lospinos,6.250672799999999,-75.60166714,VIERNES,4,20,10
2018-04-20 11:00:00,jesusnazareno,6.26130548,-75.56883864,VIERNES,4,20,11
2018-04-20 11:00:00,elsocorro,6.25968636,-75.61738985,VIERNES,4,20,11
2018-04-20 11:00:00,corazondejesus,6.25051394,-75.57640358,VIERNES,4,20,11
2018-04-26 07:00:00,santafe,6.22535006,-75.57668028,JUEVES,4,26,7
2018-04-26 07:00:00,barriocolon,6.2378231,-75.57166416,JUEVES,4,26,7
2018-04-26 07:00:00,manriquecentralno1,6.26812852,-75.55499584,JUEVES,4,26,7
2018-04-26 07:00:00,caribe,6.27400929,-75.57300991,JUEVES,4,26,7
2018-04-26 07:00:00,florencia,6.31061214,-75.56629256,JUEVES,4,26,7
2018-04-26 07:00:00,campoamor,6.21470695,-75.58136224,JUEVES,4,26,7
2018-04-26 07:00:00,lasacacias,6.2408064,-75.60021691,JUEVES,4,26,7
2018-04-26 08:00:00,villanueva,6.253392099999999,-75.56228374,JUEVES,4,26,8
2018-04-26 08:00:00,robledo,6.27469259,-75.59486445,JUEVES,4,26,8
2018-04-26 08:00:00,granada,6.22869804,-75.59274778,JUEVES,4,26,8
2018-04-26 08:00:00,caribe,6.27042003,-75.57384520000001,JUEVES,4,26,8
2018-04-09 08:00:00,campoamor,6.21117003,-75.57872375,LUNES,4,9,8
2018-04-09 09:00:00,oleoducto,6.28366228,-75.57102092,LUNES,4,9,9
2018-04-09 09:00:00,sucre,6.24698141,-75.55504701,LUNES,4,9,9
2018-04-09 09:00:00,rosales,6.23171619,-75.58727195,LUNES,4,9,9
2018-04-09 09:00:00,villacarlota,6.21839734,-75.5749731,LUNES,4,9,9
2018-04-09 09:00:00,sangerman,6.26680788,-75.58700936,LUNES,4,9,9
2018-04-09 09:00:00,castropol,6.2226808,-75.5687462,LUNES,4,9,9
2018-04-09 09:00:00,villanueva,6.25340982,-75.56234933,LUNES,4,9,9
2018-04-09 10:00:00,cabecerasanantoniodeprado,6.17466917,-75.64337041,LUNES,4,9,10
2018-04-09 10:00:00,estacionvilla,6.2563269,-75.56784887,LUNES,4,9,10
2018-04-09 10:00:00,parquejuanpabloii,6.21598541,-75.58935565,LUNES,4,9,10
2018-04-09 10:00:00,ferrini,6.26966377,-75.59741592,LUNES,4,9,10
2018-04-09 10:00:00,campoamor,6.21221605,-75.58334688,LUNES,4,9,10
2018-04-09 10:00:00,villanueva,6.25268821,-75.56267448,LUNES,4,9,10
2018-04-09 11:00:00,villatina,6.23870178,-75.54282736,LUNES,4,9,11
2018-04-09 11:00:00,lapiñuela,6.27848848,-75.55706526,LUNES,4,9,11
2018-04-09 11:00:00,laslomasno1,6.20846268,-75.56468068,LUNES,4,9,11
2018-04-09 11:00:00,campoamor,6.21382843,-75.58536009999999,LUNES,4,9,11
2018-04-09 11:00:00,asomaderano1,6.23110572,-75.56559266,LUNES,4,9,11
2018-04-09 11:00:00,sanpedro,6.26358132,-75.55974144,LUNES,4,9,11
2018-04-09 11:00:00,sandiego,6.22564191,-75.56831928,LUNES,4,9,11
2018-04-09 12:00:00,tejelo,6.3040058,-75.56894603,LUNES,4,9,12
2018-04-09 12:00:00,bellohorizonte,6.2826857,-75.59204691,LUNES,4,9,12
2018-04-25 08:00:00,manriquecentralno1,6.26715942,-75.55692097,MIERCOLES,4,25,8
2018-04-25 08:00:00,veintedejulio,6.25162505,-75.62185944,MIERCOLES,4,25,8
2018-04-25 09:00:00,santafe,6.224750900000001,-75.57867587,MIERCOLES,4,25,9
2018-04-25 09:00:00,cabecerasanantoniodeprado,6.17644875,-75.64828749,MIERCOLES,4,25,9
2018-04-25 09:00:00,villaniza,6.29567417,-75.55911065,MIERCOLES,4,25,9
2018-04-25 09:00:00,lacandelaria,6.24892304,-75.56347422,MIERCOLES,4,25,9
2018-04-25 09:00:00,elsalvador,6.23559187,-75.5636207,MIERCOLES,4,25,9
2018-04-25 09:00:00,santamariadelosangeles,6.18762395,-75.57832224,MIERCOLES,4,25,9
2018-04-25 09:00:00,asomaderano1,6.23110572,-75.56559266,MIERCOLES,4,25,9
2018-04-25 10:00:00,centroadministrativo,6.24248341,-75.5753211,MIERCOLES,4,25,10
2018-04-25 10:00:00,guayabal,6.20152207,-75.58813347,MIERCOLES,4,25,10
2018-04-25 10:00:00,losconquistadores,6.24018449,-75.57984782,MIERCOLES,4,25,10
2018-04-25 10:00:00,caribe,6.26802506,-75.57675704,MIERCOLES,4,25,10
2018-04-25 10:00:00,docedeoctubreno1,6.30765173,-75.58221069,MIERCOLES,4,25,10
2018-04-30 13:00:00,patiobonito,6.20881929,-75.57668244,LUNES,4,30,13
2018-04-30 13:00:00,santodomingosaviono1,6.29304711,-75.54469724,LUNES,4,30,13
2018-04-30 13:00:00,elsalvador,6.23713769,-75.56229249,LUNES,4,30,13
2018-04-30 13:00:00,losconquistadores,6.2398565999999995,-75.58928584,LUNES,4,30,13
2018-04-30 13:00:00,kennedy,6.28993778,-75.58384834,LUNES,4,30,13
2018-04-30 13:00:00,elpoblado,6.20897003,-75.566122,LUNES,4,30,13
2018-04-30 14:00:00,lorena,6.24974847,-75.59949621,LUNES,4,30,14
2018-04-30 14:00:00,nuevavilladelaiguana,6.26116735,-75.58467748,LUNES,4,30,14
2018-04-30 15:00:00,laaguacatala,6.19732993,-75.58008871,LUNES,4,30,15
2018-04-30 16:00:00,santafe,6.21778477,-75.58156777,LUNES,4,30,16
2018-04-07 15:00:00,cabecerasanantoniodeprado,6.17531071,-75.64498905,SABADO,4,7,15
2018-04-07 16:00:00,cabecerasanantoniodeprado,6.17315787,-75.64456951,SABADO,4,7,16
2018-04-07 16:00:00,sanjavierno1,6.254638,-75.61896983,SABADO,4,7,16
2018-04-07 16:00:00,villaflora,6.27923044,-75.59356269,SABADO,4,7,16
2018-04-07 16:00:00,lasacacias,6.23940006,-75.60031357,SABADO,4,7,16
2018-04-07 16:00:00,villadelsocorro,6.29655645,-75.55434956,SABADO,4,7,16
2018-04-07 16:00:00,cerronutibara,6.2312782,-75.57528014,SABADO,4,7,16
2018-04-07 17:00:00,sandiego,6.23474612,-75.56904929,SABADO,4,7,17
2018-04-07 17:00:00,villanueva,6.25544809,-75.56347293,SABADO,4,7,17
2018-04-07 17:00:00,caribe,6.26537408,-75.57413793,SABADO,4,7,17
2018-04-07 17:00:00,sanbenito,6.25571109,-75.57360771,SABADO,4,7,17
2018-04-07 18:00:00,manriquecentralno1,6.26319261,-75.55553385,SABADO,4,7,18
2018-04-07 18:00:00,villatina,6.23602331,-75.53964583,SABADO,4,7,18
2018-04-13 08:00:00,villacarlota,6.22291205,-75.57524013,VIERNES,4,13,8
2018-04-13 09:00:00,sanbenito,6.25388766,-75.5765323,VIERNES,4,13,9
2018-04-13 09:00:00,suramericana,6.25559908,-75.58127544,VIERNES,4,13,9
2018-04-13 10:00:00,belen,6.23077196,-75.59704547,VIERNES,4,13,10
2018-04-13 10:00:00,guayaquil,6.25017459,-75.57503658,VIERNES,4,13,10
2018-04-13 10:00:00,manriquecentralno1,6.26463901,-75.55612767,VIERNES,4,13,10
2018-04-13 10:00:00,lasacacias,6.24331207,-75.60010271,VIERNES,4,13,10
2018-04-13 11:00:00,villanueva,6.25592072,-75.56421466,VIERNES,4,13,11
2018-04-13 11:00:00,barriocolon,6.24385774,-75.56841841,VIERNES,4,13,11
2018-04-13 11:00:00,castropol,6.22060367,-75.56613359,VIERNES,4,13,11
2018-04-13 11:00:00,santafe,6.2223119,-75.58600997,VIERNES,4,13,11
2018-04-26 08:00:00,franciscoantoniozea,6.28460203,-75.57120272,JUEVES,4,26,8
2018-04-26 08:00:00,lapiñuela,6.28253881,-75.55791747,JUEVES,4,26,8
2018-04-26 08:00:00,castilla,6.29211159,-75.57092209,JUEVES,4,26,8
2018-04-26 08:00:00,lafloresta,6.25337379,-75.60349806,JUEVES,4,26,8
2018-04-26 08:00:00,manila,6.213904900000001,-75.57732159999999,JUEVES,4,26,8
2018-04-26 09:00:00,lopezdemesa,6.28507435,-75.58430614,JUEVES,4,26,9
2018-04-26 10:00:00,cabecerasanantoniodeprado,6.17531071,-75.64498905,JUEVES,4,26,10
2018-04-26 11:00:00,villanueva,6.25211794,-75.56470704,JUEVES,4,26,11
2018-04-26 11:00:00,laslomasno1,6.20854459,-75.56501393,JUEVES,4,26,11
2018-04-26 11:00:00,caribe,6.2647613,-75.57498645,JUEVES,4,26,11
2018-04-26 11:00:00,tejelo,6.308006099999999,-75.5711075,JUEVES,4,26,11
2018-04-26 12:00:00,elchagualo,6.25889427,-75.57176481,JUEVES,4,26,12
2018-04-26 12:00:00,naranjal,6.2485762000000005,-75.58321344,JUEVES,4,26,12
2018-04-26 12:00:00,lasestancias,6.23234377,-75.53656648,JUEVES,4,26,12
2018-04-26 12:00:00,castropol,6.21892783,-75.56759463,JUEVES,4,26,12
2018-04-26 12:00:00,villacarlota,6.21512102,-75.5774556,JUEVES,4,26,12
2018-04-26 12:00:00,laslomasno2,6.20805161,-75.55492045,JUEVES,4,26,12
2018-04-26 12:00:00,corazondejesus,6.24899499,-75.57924377,JUEVES,4,26,12
2018-04-26 13:00:00,robledo,6.27785381,-75.59881873,JUEVES,4,26,13
2018-04-26 13:00:00,laaguacatala,6.19498348,-75.58013065,JUEVES,4,26,13
2018-04-26 13:00:00,elchagualo,6.26340685,-75.56967327,JUEVES,4,26,13
2018-04-26 13:00:00,trinidad,6.22488004,-75.58314794,JUEVES,4,26,13
2018-04-26 13:00:00,guayaquil,6.24629237,-75.57347981,JUEVES,4,26,13
2018-04-26 13:00:00,jardinbotanico,6.2689522,-75.56460937,JUEVES,4,26,13
2018-04-21 10:00:00,boyaca,6.30150214,-75.56618149,SABADO,4,21,10
2018-04-21 10:00:00,manila,6.21232183,-75.57208670000001,SABADO,4,21,10
2018-04-21 10:00:00,lagloria,6.22289018,-75.60277132,SABADO,4,21,10
2018-04-21 10:00:00,bolivariana,6.2452129,-75.58924615,SABADO,4,21,10
2018-04-21 10:00:00,guayabal,6.20114112,-75.58014229999999,SABADO,4,21,10
2018-04-21 11:00:00,manila,6.21224341,-75.57434884,SABADO,4,21,11
2018-04-21 11:00:00,perpetuosocorro,6.23362006,-75.57418399,SABADO,4,21,11
2018-04-21 11:00:00,caribe,6.26802506,-75.57675704,SABADO,4,21,11
2018-04-21 11:00:00,elestadio,6.26002762,-75.59741451,SABADO,4,21,11
2018-04-21 12:00:00,villanueva,6.25346271,-75.56386684,SABADO,4,21,12
2018-04-21 12:00:00,sandiego,6.23047377,-75.56879242,SABADO,4,21,12
2018-04-21 12:00:00,elnogal-losalmendros,6.23920643,-75.59068592,SABADO,4,21,12
2018-04-21 12:00:00,trinidad,6.22560561,-75.58376787,SABADO,4,21,12
2018-02-22 05:00:00,suramericana,6.25266227,-75.57861543,JUEVES,2,22,5
2018-02-28 12:00:00,picachito,6.2979255,-75.58589799,MIERCOLES,2,28,12
2018-02-22 12:00:00,losconquistadores,6.24028595,-75.57873879,JUEVES,2,22,12
2018-02-28 14:00:00,sandiego,6.23398508,-75.57014566,MIERCOLES,2,28,14
2018-02-28 17:00:00,calasanz,6.26107827,-75.59803561,MIERCOLES,2,28,17
2018-03-13 16:00:00,prado,6.25728266,-75.56141352,MARTES,3,13,16
2018-04-30 16:00:00,sanisidro,6.28592275,-75.55783141,LUNES,4,30,16
2018-04-30 16:00:00,sandiego,6.23687849,-75.56945042,LUNES,4,30,16
2018-04-30 16:00:00,caribe,6.27110119,-75.57556407,LUNES,4,30,16
2018-04-30 16:00:00,lospinos,6.25010547,-75.5997173,LUNES,4,30,16
2018-04-30 16:00:00,rosales,6.23458147,-75.58965933,LUNES,4,30,16
2018-04-30 16:00:00,suramericana,6.25664626,-75.58590537,LUNES,4,30,16
2018-04-30 16:00:00,campoamor,6.20739978,-75.57919467,LUNES,4,30,16
2018-04-30 16:00:00,guayabal,6.20152207,-75.58813347,LUNES,4,30,16
2018-04-30 17:00:00,barriocolombia,6.22831305,-75.57289176,LUNES,4,30,17
2018-04-30 17:00:00,campoamor,6.21463696,-75.57856358,LUNES,4,30,17
2018-04-30 17:00:00,sanbenito,6.25405713,-75.57404233,LUNES,4,30,17
2018-04-30 17:00:00,boston,6.24417025,-75.55921412,LUNES,4,30,17
2018-04-30 17:00:00,sandiego,6.22974275,-75.56983819,LUNES,4,30,17
2018-04-30 17:00:00,sanbernardo,6.2223410999999995,-75.59680755,LUNES,4,30,17
2018-04-30 18:00:00,guayaquil,6.24504771,-75.57150453,LUNES,4,30,18
2018-04-30 18:00:00,perpetuosocorro,6.23122788,-75.57279559,LUNES,4,30,18
2018-04-30 18:00:00,belen,6.23069297,-75.59812459,LUNES,4,30,18
2018-04-30 18:00:00,lacastellana,6.24120456,-75.60384463,LUNES,4,30,18
2018-04-30 18:00:00,losnaranjos,6.19664312,-75.5576681,LUNES,4,30,18
2018-04-30 18:00:00,franciscoantoniozea,6.28645949,-75.57651622,LUNES,4,30,18
2018-04-30 18:00:00,barriocolon,6.24357858,-75.56759205,LUNES,4,30,18
2018-04-30 19:00:00,cerronutibara,6.2312782,-75.57528014,LUNES,4,30,19
2018-04-13 11:00:00,facultaddeminasunacional,6.27338915,-75.59302128,VIERNES,4,13,11
2018-04-13 11:00:00,callenueva,6.24000098,-75.57547337,VIERNES,4,13,11
2018-04-13 12:00:00,barriocolombia,6.22762197,-75.57475908,VIERNES,4,13,12
2018-04-13 12:00:00,prado,6.26253733,-75.55986703,VIERNES,4,13,12
2018-04-13 12:00:00,belen,6.23117158,-75.60068812,VIERNES,4,13,12
2018-04-13 12:00:00,corazondejesus,6.24708731,-75.57761609,VIERNES,4,13,12
2018-04-13 12:00:00,eldiamante,6.283985700000001,-75.58656096,VIERNES,4,13,12
2018-04-13 12:00:00,versallesno1,6.26435802,-75.54315704,VIERNES,4,13,12
2018-04-13 12:00:00,santafe,6.22359371,-75.58195822,VIERNES,4,13,12
2018-04-13 12:00:00,lafloresta,6.25751643,-75.60312886,VIERNES,4,13,12
2018-04-13 13:00:00,lospinos,6.25010547,-75.5997173,VIERNES,4,13,13
2018-04-13 13:00:00,llanaditas,6.24955695,-75.53886796,VIERNES,4,13,13
2018-04-13 13:00:00,carloserestrepo,6.25704875,-75.58299863,VIERNES,4,13,13
2018-04-13 13:00:00,hectorabadgomez,6.2995275,-75.55929502,VIERNES,4,13,13
2018-04-13 13:00:00,fatima,6.23334501,-75.58270538,VIERNES,4,13,13
2018-04-13 13:00:00,laalpujarra,6.246884400000001,-75.57521097,VIERNES,4,13,13
2018-04-13 13:00:00,eltesoro,6.20202212,-75.55886732,VIERNES,4,13,13
2018-04-13 13:00:00,lacandelaria,6.24756715,-75.56578014,VIERNES,4,13,13
2018-04-13 13:00:00,guayaquil,6.24473808,-75.57076046,VIERNES,4,13,13
2018-04-13 14:00:00,elnogal-losalmendros,6.23834634,-75.59839221,VIERNES,4,13,14
2018-04-13 14:00:00,losangeles,6.25157738,-75.55962899,VIERNES,4,13,14
2018-04-13 14:00:00,villaguadalupe,6.28565384,-75.55113622,VIERNES,4,13,14
2018-04-13 14:00:00,guayaquil,6.24580382,-75.5736678,VIERNES,4,13,14
2018-04-13 14:00:00,kennedy,6.28700042,-75.58419734,VIERNES,4,13,14
2018-04-26 14:00:00,corazondejesus,6.24859561,-75.5779448,JUEVES,4,26,14
2018-04-26 14:00:00,pedregal,6.30392083,-75.57458071,JUEVES,4,26,14
2018-04-26 14:00:00,villaflora,6.27860122,-75.58800541,JUEVES,4,26,14
2018-04-26 14:00:00,losalpes,6.22795208,-75.60688612,JUEVES,4,26,14
2018-04-26 14:00:00,calasanz,6.26284634,-75.59764733,JUEVES,4,26,14
2018-04-26 14:00:00,caribe,6.26802506,-75.57675704,JUEVES,4,26,14
2018-04-26 15:00:00,monteclaro,6.28694625,-75.60157418,JUEVES,4,26,15
2018-04-08 09:00:00,elvelodromo,6.25725044,-75.59803149,DOMINGO,4,8,9
2018-04-08 09:00:00,cabecerasanantoniodeprado,6.18230521,-75.65723941,DOMINGO,4,8,9
2018-04-08 09:00:00,guayaquil,6.24504771,-75.57150453,DOMINGO,4,8,9
2018-04-08 09:00:00,lasvioletas,6.23292783,-75.61260174,DOMINGO,4,8,9
2018-04-08 10:00:00,loreto,6.23016341,-75.56096787,DOMINGO,4,8,10
2018-04-08 10:00:00,kennedy,6.28978582,-75.58339802,DOMINGO,4,8,10
2018-04-08 10:00:00,boston,6.24600665,-75.56051477,DOMINGO,4,8,10
2018-04-08 11:00:00,trinidad,6.22459786,-75.58384417,DOMINGO,4,8,11
2018-04-08 11:00:00,diegoechavarria,6.21264699,-75.59544043,DOMINGO,4,8,11
2018-04-08 11:00:00,picacho,6.2942816,-75.58484489,DOMINGO,4,8,11
2018-04-08 11:00:00,cabecerasanantoniodeprado,6.17304938,-75.64522493,DOMINGO,4,8,11
2018-04-08 11:00:00,picachito,6.29969547,-75.58530887,DOMINGO,4,8,11
2018-04-08 11:00:00,elestadio,6.26342591,-75.59636581,DOMINGO,4,8,11
2018-04-08 12:00:00,lafrancia,6.2999026,-75.55051205,DOMINGO,4,8,12
2018-04-08 12:00:00,cuartabrigada,6.26046033,-75.590171,DOMINGO,4,8,12
2018-04-08 12:00:00,lacastellana,6.24078277,-75.60800476,DOMINGO,4,8,12
2018-04-08 13:00:00,picacho,6.30289608,-75.58235129999998,DOMINGO,4,8,13
2018-05-26 14:00:00,elrodeo,6.21065003,-75.59571296,SABADO,5,26,14
2018-05-26 14:00:00,sandiego,6.22974275,-75.56983819,SABADO,5,26,14
2018-05-26 14:00:00,lasacacias,6.2416752,-75.60019953,SABADO,5,26,14
2018-05-26 14:00:00,lasestancias,6.23206682,-75.53570907,SABADO,5,26,14
2018-05-26 14:00:00,campoamor,6.20907932,-75.5789621,SABADO,5,26,14
2018-05-26 14:00:00,barriocaicedo,6.24125226,-75.55356325,SABADO,5,26,14
2018-05-26 14:00:00,playondeloscomuneros,6.30649053,-75.55246865,SABADO,5,26,14
2018-05-26 14:00:00,miraflores,6.23664067,-75.54861381,SABADO,5,26,14
2018-05-26 15:00:00,castropol,6.21669174,-75.56991079,SABADO,5,26,15
2018-05-26 15:00:00,laalpujarra,6.24615281,-75.57705657,SABADO,5,26,15
2018-05-26 15:00:00,tricentenario,6.29175606,-75.56706248,SABADO,5,26,15
2018-05-26 15:00:00,sandiego,6.23607687,-75.56941193,SABADO,5,26,15
2018-05-26 15:00:00,perpetuosocorro,6.23188365,-75.5744314,SABADO,5,26,15
2018-05-26 16:00:00,manila,6.213904900000001,-75.57732159999999,SABADO,5,26,16
2018-05-26 16:00:00,carloserestrepo,6.25851754,-75.5860546,SABADO,5,26,16
2018-05-26 16:00:00,jesusnazareno,6.25822855,-75.57049509,SABADO,5,26,16
2018-04-23 17:00:00,lapradera,6.26293205,-75.61182396,LUNES,4,23,17
2018-04-23 21:00:00,campoamor,6.20739978,-75.57919467,LUNES,4,23,21
2018-04-30 11:00:00,villadelsocorro,6.29592409,-75.55123479,LUNES,4,30,11
2018-04-11 15:00:00,guayaquil,6.24580382,-75.5736678,MIERCOLES,4,11,15
2018-04-11 18:00:00,lapilarica,6.27722692,-75.58942978,MIERCOLES,4,11,18
2018-04-17 18:00:00,guayaquil,6.24608017,-75.57452778,MARTES,4,17,18
2018-04-24 05:00:00,campoalegre,6.25111047,-75.61370486,MARTES,4,24,5
2018-04-30 19:00:00,laureles,6.23964022,-75.59534939,LUNES,4,30,19
2018-04-30 19:00:00,bcerroelvolador,6.26226723,-75.58424901,LUNES,4,30,19
2018-04-30 19:00:00,picacho,6.29398827,-75.58395862,LUNES,4,30,19
2018-04-30 19:00:00,barriocolon,6.24497768,-75.56772413,LUNES,4,30,19
2018-04-30 20:00:00,terminaldetransporte,6.27629932,-75.57336411,LUNES,4,30,20
2018-04-30 20:00:00,villaniza,6.29732359,-75.55765796,LUNES,4,30,20
2018-04-12 13:00:00,naranjal,6.24849396,-75.58225192,JUEVES,4,12,13
2018-04-12 14:00:00,barriocolombia,6.22762197,-75.57475908,JUEVES,4,12,14
2018-04-12 14:00:00,tricentenario,6.29175606,-75.56706248,JUEVES,4,12,14
2018-04-12 14:00:00,alejandroechavarria,6.24141157,-75.55062405,JUEVES,4,12,14
2018-04-12 14:00:00,barriocaicedo,6.24008598,-75.55126687,JUEVES,4,12,14
2018-04-12 14:00:00,astorga,6.20888553,-75.57276138,JUEVES,4,12,14
2018-04-12 14:00:00,naranjal,6.25118257,-75.58310603,JUEVES,4,12,14
2018-04-12 14:00:00,eldiamante,6.28768833,-75.58833839,JUEVES,4,12,14
2018-04-12 14:00:00,hectorabadgomez,6.3034552,-75.55798793,JUEVES,4,12,14
2018-04-12 15:00:00,granizal,6.29241716,-75.54958119,JUEVES,4,12,15
2018-04-12 15:00:00,naranjal,6.25050001,-75.58027644,JUEVES,4,12,15
2018-04-12 15:00:00,boston,6.24921251,-75.56201598,JUEVES,4,12,15
2018-04-12 15:00:00,laalpujarra,6.24631385,-75.57525396,JUEVES,4,12,15
2018-04-12 15:00:00,calasanz,6.25895197,-75.59771295,JUEVES,4,12,15
2018-04-12 15:00:00,losconquistadores,6.2445017,-75.58463223,JUEVES,4,12,15
2018-04-12 16:00:00,sangerman,6.26604478,-75.58687706,JUEVES,4,12,16
2018-04-12 16:00:00,campoamor,6.2134446,-75.58469358,JUEVES,4,12,16
2018-04-12 16:00:00,laverde,6.19177976,-75.65168987,JUEVES,4,12,16
2018-04-13 14:00:00,perpetuosocorro,6.231896400000001,-75.57443537,VIERNES,4,13,14
2018-04-13 14:00:00,elrincon,6.21130553,-75.60299362,VIERNES,4,13,14
2018-04-13 14:00:00,alfonsolopez,6.28319383,-75.57491245,VIERNES,4,13,14
2018-04-13 15:00:00,losangeles,6.25328667,-75.56044921,VIERNES,4,13,15
2018-04-13 15:00:00,castilla,6.28922046,-75.57044916,VIERNES,4,13,15
2018-04-19 15:00:00,barriocolombia,6.22762197,-75.57475908,JUEVES,4,19,15
2018-04-19 15:00:00,lospinos,6.25010547,-75.5997173,JUEVES,4,19,15
2018-04-19 15:00:00,elsalado,6.25436838,-75.62970001,JUEVES,4,19,15
2018-04-19 15:00:00,terminaldetransporte,6.27603891,-75.57020490000001,JUEVES,4,19,15
2018-04-19 15:00:00,sanbenito,6.25432218,-75.57480538,JUEVES,4,19,15
2018-04-19 15:00:00,boston,6.24456712,-75.55891951,JUEVES,4,19,15
2018-04-19 15:00:00,eltesoro,6.19895052,-75.55760791,JUEVES,4,19,15
2018-04-19 16:00:00,lacandelaria,6.25067255,-75.56391843,JUEVES,4,19,16
2018-04-19 16:00:00,naranjal,6.24826618,-75.58111882,JUEVES,4,19,16
2018-04-19 16:00:00,estacionvilla,6.2561141,-75.56677024,JUEVES,4,19,16
2018-04-19 16:00:00,jesusnazareno,6.25982656,-75.5671563,JUEVES,4,19,16
2018-04-19 16:00:00,docedeoctubreno1,6.30498393,-75.5774339,JUEVES,4,19,16
2018-04-19 16:00:00,loreto,6.23281418,-75.55507149,JUEVES,4,19,16
2018-04-19 16:00:00,oleoducto,6.28240239,-75.57144356,JUEVES,4,19,16
2018-04-19 17:00:00,callenueva,6.23992346,-75.57262299,JUEVES,4,19,17
2018-04-19 17:00:00,elprogreso,6.27624358,-75.57637198,JUEVES,4,19,17
2018-04-19 17:00:00,boston,6.2504805,-75.55914223,JUEVES,4,19,17
2018-04-19 17:00:00,oleoducto,6.28084589,-75.57180096,JUEVES,4,19,17
2018-04-19 17:00:00,perpetuosocorro,6.23188365,-75.5744314,JUEVES,4,19,17
2018-04-08 13:00:00,santamariadelosangeles,6.19519825,-75.58114845,DOMINGO,4,8,13
2018-04-08 13:00:00,barriocolon,6.24360886,-75.56764517,DOMINGO,4,8,13
2018-04-08 13:00:00,campovaldesno2,6.27480047,-75.5505468,DOMINGO,4,8,13
2018-04-08 13:00:00,tejelo,6.3038815,-75.56678334,DOMINGO,4,8,13
2018-04-08 13:00:00,miraflores,6.23815725,-75.54980799,DOMINGO,4,8,13
2018-04-08 14:00:00,losalpes,6.23006339,-75.60698647,DOMINGO,4,8,14
2018-04-08 14:00:00,lasalle,6.28424474,-75.55277565,DOMINGO,4,8,14
2018-04-08 14:00:00,elpoblado,6.20864419,-75.57018570000001,DOMINGO,4,8,14
2018-04-08 14:00:00,losbalsosno1,6.18842013,-75.56276806,DOMINGO,4,8,14
2018-04-08 14:00:00,cerronutibara,6.23412566,-75.58267632,DOMINGO,4,8,14
2018-04-08 14:00:00,sandiego,6.23630126,-75.56862849,DOMINGO,4,8,14
2018-04-08 15:00:00,auresno2,6.28885769,-75.59075152,DOMINGO,4,8,15
2018-04-08 15:00:00,laflorida,6.17448837,-75.66126763,DOMINGO,4,8,15
2018-04-08 15:00:00,cabecerasanantoniodeprado,6.18422496,-75.64263471,DOMINGO,4,8,15
2018-04-08 15:00:00,loscolores,6.26384564,-75.59663344,DOMINGO,4,8,15
2018-04-08 15:00:00,laesperanzano2,6.28978796,-75.54325501,DOMINGO,4,8,15
2018-04-08 16:00:00,enciso,6.24954219,-75.55386048,DOMINGO,4,8,16
2018-04-08 16:00:00,asomaderano2,6.2180718,-75.56469179,DOMINGO,4,8,16
2018-04-08 16:00:00,lacastellana,6.24198417,-75.60325168,DOMINGO,4,8,16
2018-04-13 20:00:00,lasmercedes,6.23432737,-75.6076108,VIERNES,4,13,20
2018-04-13 20:00:00,auresno2,6.29160471,-75.59290453,VIERNES,4,13,20
2018-04-14 21:00:00,campovaldesno1,6.27159052,-75.55718851,SABADO,4,14,21
2018-04-14 21:00:00,lasbrisas,6.30269213,-75.56088619,SABADO,4,14,21
2018-04-14 22:00:00,campovaldesno1,6.27468421,-75.55479984,SABADO,4,14,22
2018-04-14 22:00:00,andalucia,6.29964798,-75.55724619,SABADO,4,14,22
2018-04-14 22:00:00,fuenteclara,6.27641673,-75.60523788,SABADO,4,14,22
2018-04-14 22:00:00,boyaca,6.30154201,-75.56620832,SABADO,4,14,22
2018-04-14 22:00:00,brasilia,6.2728657,-75.55924759999999,SABADO,4,14,22
2018-04-14 22:00:00,prado,6.26149435,-75.56419767,SABADO,4,14,22
2018-04-14 22:00:00,lasgranjas,6.27811974,-75.54954348,SABADO,4,14,22
2018-04-14 23:00:00,losalcazares,6.26040274,-75.60243016,SABADO,4,14,23
2018-04-14 23:00:00,laureles,6.2450627,-75.59523298,SABADO,4,14,23
2018-04-15 00:00:00,parquejuanpabloii,6.22905848,-75.58716397,DOMINGO,4,15,0
2018-04-15 02:00:00,villaliliam,6.23406523,-75.53441952,DOMINGO,4,15,2
2018-04-15 02:00:00,sevilla,6.26416925,-75.56543288,DOMINGO,4,15,2
2018-04-15 02:00:00,santaines,6.27356403,-75.54847065,DOMINGO,4,15,2
